online_order,book_table,rate,votes,rest_type,price,type,location
Yes,No,4.0,219,Cafe,600,Desserts,Banashankari
Yes,No,4.0,73,Bakery,300,Desserts,Banashankari
No,No,3.6,16,Bakery,150,Desserts,Banashankari
No,No,3.6,8,Bakery,250,Desserts,Banashankari
Yes,No,3.8,15,Bakery,400,Desserts,Banashankari
No,No,3.6,46,Sweet Shop,200,Desserts,Banashankari
Yes,No,3.3,13,Dessert Parlor,300,Desserts,Banashankari
Yes,No,3.3,9,Dessert Parlor,250,Desserts,Banashankari
Yes,No,4.0,43,Dessert Parlor,250,Desserts,Banashankari
Yes,No,2.7,97,Casual Dining,400,Desserts,Banashankari
Yes,No,3.7,22,Sweet Shop,250,Desserts,Banashankari
No,No,3.5,15,Bakery,400,Desserts,Banashankari
Yes,No,3.6,27,Dessert Parlor,250,Desserts,Banashankari
Yes,No,3.9,888,Casual Dining,750,Dine-out,Banashankari
Yes,Yes,4.0,349,Casual Dining,1200,Dine-out,Banashankari
Yes,No,4.2,287,Quick Bites,350,Dine-out,Banashankari
Yes,Yes,4.2,354,Casual Dining,800,Dine-out,Banashankari
Yes,Yes,4.1,775,Casual Dining,800,Dine-out,Banashankari
No,Yes,3.8,977,Lounge,1300,Dine-out,Banashankari
No,No,4.1,868,Pub,1200,Dine-out,Banashankari
Yes,No,4.0,324,Cafe,700,Dine-out,Banashankari
Yes,No,4.1,787,Casual Dining,800,Dine-out,Banashankari
Yes,No,4.2,504,Cafe,550,Dine-out,Banashankari
Yes,No,4.1,402,Cafe,500,Dine-out,Banashankari
Yes,Yes,4.2,150,Cafe,600,Dine-out,Banashankari
Yes,Yes,4.2,164,Cafe,500,Dine-out,Banashankari
No,No,4.2,244,Casual Dining,800,Dine-out,Banashankari
Yes,No,4.0,771,Casual Dining,450,Dine-out,Banashankari
Yes,No,4.2,1647,Casual Dining,600,Dine-out,Banashankari
No,Yes,4.0,808,Casual Dining,850,Dine-out,Banashankari
No,No,4.0,424,Cafe,450,Dine-out,Banashankari
Yes,No,3.9,135,Casual Dining,800,Dine-out,Banashankari
No,No,3.9,28,Mess,300,Dine-out,Banashankari
Yes,No,3.8,918,Cafe,800,Dine-out,Banashankari
Yes,No,3.8,90,Cafe,650,Dine-out,Banashankari
Yes,No,3.9,519,Casual Dining,900,Dine-out,Banashankari
Yes,No,3.6,105,Casual Dining,700,Dine-out,Banashankari
No,No,3.7,43,Bar,700,Dine-out,Banashankari
No,No,3.7,46,Sweet Shop,400,Dine-out,Banashankari
Yes,No,3.9,133,Cafe,800,Dine-out,Banashankari
Yes,No,3.8,144,Cafe,700,Dine-out,Banashankari
No,No,3.9,93,Cafe,300,Dine-out,Banashankari
Yes,No,3.8,42,Quick Bites,300,Dine-out,Banashankari
Yes,No,2.5,247,Casual Dining,500,Dine-out,Banashankari
Yes,No,3.1,13,Cafe,400,Dine-out,Banashankari
No,No,3.7,39,Casual Dining,450,Dine-out,Banashankari
Yes,No,3.0,62,Cafe,400,Dine-out,Banashankari
Yes,No,3.8,160,Casual Dining,700,Dine-out,Banashankari
No,No,3.5,14,Sweet Shop,200,Dine-out,Banashankari
No,No,3.8,42,Casual Dining,700,Dine-out,Banashankari
Yes,No,3.1,119,Casual Dining,700,Dine-out,Banashankari
Yes,No,3.6,129,Casual Dining,600,Dine-out,Banashankari
No,No,3.3,62,Bar,800,Dine-out,Banashankari
Yes,No,3.6,24,Casual Dining,600,Dine-out,Banashankari
No,No,2.6,283,Casual Dining,600,Dine-out,Banashankari
No,No,3.6,42,Beverage Shop,300,Dine-out,Banashankari
No,No,3.4,10,Quick Bites,300,Dine-out,Banashankari
No,No,3.7,39,Casual Dining,950,Dine-out,Banashankari
Yes,No,3.8,59,Casual Dining,750,Dine-out,Banashankari
Yes,No,3.5,179,Casual Dining,600,Dine-out,Banashankari
No,No,3.8,62,Quick Bites,150,Dine-out,Banashankari
No,No,3.4,6,Casual Dining,500,Dine-out,Banashankari
No,No,3.1,30,Bar,1000,Dine-out,Banashankari
No,No,3.5,10,Quick Bites,300,Dine-out,Banashankari
No,No,3.6,36,Casual Dining,500,Dine-out,Banashankari
No,No,3.7,31,Cafe,300,Dine-out,Banashankari
No,No,3.2,11,Cafe,600,Dine-out,Banashankari
No,No,3.0,98,Bar,800,Dine-out,Banashankari
No,No,3.5,18,Beverage Shop,150,Dine-out,Banashankari
No,No,3.5,10,Casual Dining,500,Dine-out,Banashankari
No,No,2.7,128,Casual Dining,850,Dine-out,Banashankari
Yes,No,2.8,45,Casual Dining,800,Dine-out,Banashankari
Yes,No,3.2,119,Casual Dining,400,Dine-out,Banashankari
Yes,No,3.4,12,Beverage Shop,150,Dine-out,Banashankari
Yes,No,3.5,41,Kiosk,400,Dine-out,Banashankari
Yes,No,3.7,405,Casual Dining,750,Dine-out,Banashankari
Yes,No,3.9,388,Casual Dining,650,Dine-out,Banashankari
No,No,4.7,651,Quick Bites,100,Dine-out,Banashankari
Yes,No,4.3,734,Quick Bites,200,Dine-out,Banashankari
No,No,3.7,21,Quick Bites,450,Dine-out,Banashankari
No,No,4.0,1047,Quick Bites,450,Dine-out,Banashankari
Yes,No,3.8,505,Quick Bites,450,Dine-out,Banashankari
No,No,3.6,55,Quick Bites,200,Dine-out,Banashankari
Yes,No,3.9,264,Quick Bites,200,Dine-out,Banashankari
Yes,No,3.8,133,Quick Bites,300,Dine-out,Banashankari
Yes,No,3.9,286,Quick Bites,500,Dine-out,Banashankari
No,No,4.4,343,Quick Bites,100,Dine-out,Banashankari
Yes,No,3.6,66,Quick Bites,150,Dine-out,Banashankari
Yes,No,3.4,10,Quick Bites,100,Dine-out,Banashankari
Yes,No,3.8,61,Quick Bites,300,Dine-out,Banashankari
No,No,3.8,70,Quick Bites,500,Dine-out,Banashankari
Yes,No,3.6,28,Quick Bites,300,Dine-out,Banashankari
Yes,No,3.8,70,Quick Bites,100,Dine-out,Banashankari
Yes,No,3.8,28,Quick Bites,150,Dine-out,Banashankari
Yes,No,3.5,15,Quick Bites,250,Dine-out,Banashankari
Yes,No,3.8,131,Quick Bites,250,Dine-out,Banashankari
No,No,3.8,19,Quick Bites,150,Dine-out,Banashankari
Yes,No,3.7,237,Quick Bites,200,Dine-out,Banashankari
Yes,No,3.3,6,Quick Bites,500,Dine-out,Banashankari
Yes,No,4.1,201,Quick Bites,300,Dine-out,Banashankari
Yes,No,2.8,506,Quick Bites,500,Dine-out,Banashankari
No,No,4.1,520,Quick Bites,300,Dine-out,Banashankari
Yes,No,3.8,104,Quick Bites,300,Dine-out,Banashankari
No,No,3.7,88,Quick Bites,300,Dine-out,Banashankari
Yes,No,3.6,95,Quick Bites,150,Dine-out,Banashankari
Yes,No,3.7,136,Quick Bites,600,Dine-out,Banashankari
Yes,No,3.8,101,Quick Bites,400,Dine-out,Banashankari
Yes,No,4.2,60,Quick Bites,200,Dine-out,Banashankari
No,No,3.9,88,Quick Bites,250,Dine-out,Banashankari
No,No,3.5,8,Quick Bites,200,Dine-out,Banashankari
No,No,3.4,145,Quick Bites,300,Dine-out,Banashankari
Yes,No,3.6,46,Quick Bites,500,Dine-out,Banashankari
Yes,No,3.4,22,Quick Bites,200,Dine-out,Banashankari
Yes,No,3.9,57,Quick Bites,200,Dine-out,Banashankari
No,No,3.8,189,Quick Bites,300,Dine-out,Banashankari
No,No,3.7,22,Quick Bites,500,Dine-out,Banashankari
Yes,No,3.6,18,Quick Bites,250,Dine-out,Banashankari
Yes,No,3.7,73,Quick Bites,400,Dine-out,Banashankari
No,No,3.8,39,Quick Bites,350,Dine-out,Banashankari
Yes,No,3.9,540,Quick Bites,800,Dine-out,Banashankari
No,No,3.6,71,Quick Bites,250,Dine-out,Banashankari
Yes,No,3.6,24,Quick Bites,250,Dine-out,Banashankari
No,No,3.5,11,Quick Bites,300,Dine-out,Banashankari
No,No,3.4,9,Quick Bites,350,Dine-out,Banashankari
No,No,3.5,12,Quick Bites,500,Dine-out,Banashankari
Yes,No,3.8,120,Quick Bites,250,Dine-out,Banashankari
Yes,No,3.0,82,Quick Bites,300,Dine-out,Banashankari
Yes,No,3.5,88,Quick Bites,350,Dine-out,Banashankari
Yes,No,4.0,17,Quick Bites,150,Dine-out,Banashankari
Yes,No,3.0,87,Quick Bites,600,Dine-out,Banashankari
Yes,No,3.4,14,Quick Bites,300,Dine-out,Banashankari
No,No,3.5,31,Quick Bites,200,Dine-out,Banashankari
No,No,3.5,17,Quick Bites,300,Dine-out,Banashankari
Yes,No,4.2,415,Quick Bites,500,Dine-out,Banashankari
Yes,No,3.3,128,Quick Bites,300,Dine-out,Banashankari
No,No,4.1,94,Quick Bites,100,Dine-out,Banashankari
No,No,3.8,64,Quick Bites,250,Dine-out,Banashankari
No,No,3.7,65,Quick Bites,300,Dine-out,Banashankari
Yes,No,3.4,7,Quick Bites,250,Dine-out,Banashankari
No,No,3.5,52,Quick Bites,300,Dine-out,Banashankari
Yes,No,2.7,123,Quick Bites,200,Dine-out,Banashankari
Yes,No,3.0,290,Quick Bites,450,Dine-out,Banashankari
Yes,No,3.7,59,Quick Bites,200,Dine-out,Banashankari
No,No,3.7,130,Quick Bites,200,Dine-out,Banashankari
Yes,No,2.8,91,Quick Bites,400,Dine-out,Banashankari
Yes,No,3.3,12,Quick Bites,300,Dine-out,Banashankari
Yes,No,3.5,80,Quick Bites,250,Dine-out,Banashankari
Yes,No,3.9,441,Quick Bites,400,Dine-out,Banashankari
No,No,3.4,10,Quick Bites,250,Dine-out,Banashankari
No,No,3.5,12,Quick Bites,100,Dine-out,Banashankari
No,No,3.4,7,Quick Bites,100,Dine-out,Banashankari
No,No,3.4,8,Quick Bites,300,Dine-out,Banashankari
No,No,3.2,9,Quick Bites,300,Dine-out,Banashankari
No,No,3.6,47,Quick Bites,150,Dine-out,Banashankari
No,No,3.1,29,Quick Bites,150,Dine-out,Banashankari
Yes,No,3.8,66,Quick Bites,300,Dine-out,Banashankari
Yes,No,3.1,28,Quick Bites,200,Dine-out,Banashankari
No,No,3.3,7,Quick Bites,200,Dine-out,Banashankari
No,No,3.1,6,Quick Bites,100,Dine-out,Banashankari
No,No,3.3,17,Quick Bites,200,Dine-out,Banashankari
No,No,3.0,27,Quick Bites,200,Dine-out,Banashankari
No,No,3.1,9,Quick Bites,200,Dine-out,Banashankari
No,No,3.7,21,Quick Bites,150,Dine-out,Banashankari
No,No,3.6,22,Quick Bites,300,Dine-out,Banashankari
No,No,3.0,15,Quick Bites,300,Dine-out,Banashankari
Yes,No,3.4,19,Quick Bites,200,Dine-out,Banashankari
Yes,No,3.4,8,Quick Bites,250,Dine-out,Banashankari
Yes,No,3.6,84,Quick Bites,250,Dine-out,Banashankari
No,No,4.0,42,Quick Bites,300,Dine-out,Banashankari
Yes,No,3.0,213,Quick Bites,400,Dine-out,Banashankari
Yes,No,2.9,11,Quick Bites,500,Dine-out,Banashankari
Yes,No,3.8,58,Quick Bites,300,Dine-out,Banashankari
No,No,4.2,725,Quick Bites,350,Dine-out,Banashankari
Yes,No,3.9,750,Casual Dining,500,Dine-out,Banashankari
No,No,3.8,166,Casual Dining,600,Dine-out,Banashankari
No,No,3.9,153,Casual Dining,350,Dine-out,Banashankari
Yes,No,3.8,469,Casual Dining,750,Dine-out,Banashankari
Yes,No,4.1,364,Casual Dining,550,Dine-out,Banashankari
Yes,No,3.8,286,Casual Dining,600,Dine-out,Banashankari
Yes,No,3.8,527,Casual Dining,500,Dine-out,Banashankari
Yes,No,3.9,101,Quick Bites,150,Dine-out,Banashankari
Yes,No,4.1,558,Quick Bites,150,Dine-out,Banashankari
No,No,3.8,94,Casual Dining,550,Dine-out,Banashankari
No,No,3.8,148,Casual Dining,550,Dine-out,Banashankari
No,No,2.7,377,Pub,1100,Dine-out,Banashankari
No,No,3.9,206,Quick Bites,450,Dine-out,Banashankari
No,No,3.9,100,Quick Bites,300,Dine-out,Banashankari
Yes,No,4.2,444,Quick Bites,100,Dine-out,Banashankari
No,No,3.9,133,Casual Dining,650,Dine-out,Banashankari
Yes,No,4.0,219,Cafe,600,Dine-out,Banashankari
No,No,4.2,253,Quick Bites,250,Dine-out,Banashankari
No,No,3.4,51,Quick Bites,350,Dine-out,Banashankari
No,No,3.7,61,Casual Dining,600,Dine-out,Banashankari
Yes,No,3.8,155,Casual Dining,400,Dine-out,Banashankari
Yes,No,3.9,233,Casual Dining,800,Dine-out,Banashankari
Yes,No,3.7,264,Casual Dining,750,Dine-out,Banashankari
No,No,3.9,66,Casual Dining,400,Dine-out,Banashankari
No,No,4.1,238,Quick Bites,600,Dine-out,Banashankari
Yes,No,3.8,58,Quick Bites,150,Dine-out,Banashankari
Yes,No,3.9,47,Quick Bites,200,Dine-out,Banashankari
Yes,No,3.5,155,Quick Bites,400,Dine-out,Banashankari
Yes,No,4.1,176,Casual Dining,800,Dine-out,Banashankari
Yes,No,3.7,93,Quick Bites,200,Dine-out,Banashankari
No,No,3.8,124,Quick Bites,300,Dine-out,Banashankari
Yes,No,4.3,275,Quick Bites,100,Dine-out,Banashankari
No,No,4.2,254,Quick Bites,150,Dine-out,Banashankari
No,No,4.1,177,Quick Bites,100,Dine-out,Banashankari
Yes,No,3.7,23,Quick Bites,300,Dine-out,Banashankari
Yes,No,4.0,132,Quick Bites,200,Dine-out,Banashankari
Yes,No,3.6,35,Quick Bites,300,Dine-out,Banashankari
Yes,No,3.8,74,Quick Bites,300,Dine-out,Banashankari
Yes,No,3.9,38,Quick Bites,200,Dine-out,Banashankari
Yes,No,3.6,172,Casual Dining,700,Dine-out,Banashankari
Yes,No,3.9,543,Quick Bites,300,Dine-out,Banashankari
No,No,4.0,52,Quick Bites,300,Dine-out,Banashankari
No,No,3.7,217,Casual Dining,450,Dine-out,Banashankari
No,No,2.9,34,Casual Dining,750,Dine-out,Banashankari
No,No,3.3,6,Quick Bites,300,Dine-out,Banashankari
Yes,No,3.6,15,Quick Bites,100,Dine-out,Banashankari
No,No,3.9,111,Casual Dining,700,Dine-out,Banashankari
Yes,No,3.8,133,Quick Bites,200,Dine-out,Banashankari
No,No,3.8,39,Quick Bites,250,Dine-out,Banashankari
No,No,4.0,64,Quick Bites,200,Dine-out,Banashankari
No,No,3.6,16,Quick Bites,300,Dine-out,Banashankari
Yes,No,3.8,25,Quick Bites,350,Dine-out,Banashankari
No,No,3.6,8,Casual Dining,800,Dine-out,Banashankari
No,No,3.3,6,Casual Dining,450,Dine-out,Banashankari
No,No,3.2,14,Quick Bites,250,Dine-out,Banashankari
No,No,3.6,46,Quick Bites,450,Dine-out,Banashankari
No,No,3.8,148,Quick Bites,150,Dine-out,Banashankari
Yes,No,3.7,21,Quick Bites,300,Dine-out,Banashankari
No,No,3.8,55,Kiosk,300,Dine-out,Banashankari
Yes,No,3.7,67,Casual Dining,700,Dine-out,Banashankari
Yes,No,3.7,31,Quick Bites,300,Dine-out,Banashankari
No,No,3.9,26,Quick Bites,300,Dine-out,Banashankari
Yes,No,3.7,57,Quick Bites,200,Dine-out,Banashankari
Yes,No,3.2,71,Quick Bites,600,Dine-out,Banashankari
No,No,3.6,22,Quick Bites,150,Dine-out,Banashankari
No,No,3.2,8,Quick Bites,150,Dine-out,Banashankari
Yes,No,3.2,11,Quick Bites,150,Dine-out,Banashankari
Yes,No,3.6,17,Quick Bites,300,Dine-out,Banashankari
No,Yes,3.8,977,Lounge,1300,Drinks & nightlife,Banashankari
No,No,4.1,868,Pub,1200,Drinks & nightlife,Banashankari
No,No,3.7,43,Bar,700,Drinks & nightlife,Banashankari
No,No,3.3,62,Bar,800,Drinks & nightlife,Banashankari
No,No,3.1,30,Bar,1000,Drinks & nightlife,Banashankari
No,No,3.0,98,Bar,800,Drinks & nightlife,Banashankari
No,No,2.7,377,Pub,1100,Drinks & nightlife,Banashankari
Yes,No,3.3,455,Casual Dining,550,Buffet,Bannerghatta Road
No,No,3.1,19,Casual Dining,800,Buffet,Bannerghatta Road
No,No,4.3,353,Casual Dining,1200,Buffet,Bannerghatta Road
No,Yes,4.1,1234,Casual Dining,800,Buffet,Bannerghatta Road
Yes,Yes,4.1,1538,Casual Dining,1000,Buffet,Bannerghatta Road
No,Yes,3.9,49,Casual Dining,900,Buffet,Bannerghatta Road
Yes,Yes,3.8,756,Casual Dining,1000,Buffet,Bannerghatta Road
Yes,Yes,4.0,347,Casual Dining,1000,Buffet,Bannerghatta Road
No,Yes,4.0,165,Casual Dining,1000,Buffet,Bannerghatta Road
No,No,3.3,177,Casual Dining,950,Buffet,Bannerghatta Road
No,No,2.7,43,Casual Dining,1000,Buffet,Bannerghatta Road
Yes,No,3.0,102,Casual Dining,600,Buffet,Bannerghatta Road
Yes,No,3.8,54,Cafe,500,Cafes,Bannerghatta Road
No,Yes,4.0,200,Cafe,700,Cafes,Bannerghatta Road
Yes,No,3.9,102,Cafe,450,Cafes,Bannerghatta Road
Yes,No,3.7,171,Cafe,300,Cafes,Bannerghatta Road
Yes,No,3.7,37,Cafe,400,Cafes,Bannerghatta Road
Yes,No,3.9,40,Food Court,400,Cafes,Bannerghatta Road
No,No,3.9,125,Cafe,500,Cafes,Bannerghatta Road
Yes,No,3.9,49,Cafe,600,Cafes,Bannerghatta Road
No,No,3.6,19,Cafe,900,Cafes,Bannerghatta Road
No,No,3.8,69,Cafe,700,Cafes,Bannerghatta Road
No,No,3.9,52,Cafe,700,Cafes,Bannerghatta Road
Yes,No,3.6,18,Dessert Parlor,900,Cafes,Bannerghatta Road
No,No,3.9,78,Cafe,350,Cafes,Bannerghatta Road
No,Yes,3.6,39,Cafe,800,Cafes,Bannerghatta Road
Yes,No,2.7,48,Quick Bites,650,Cafes,Bannerghatta Road
No,No,3.6,13,Cafe,700,Cafes,Bannerghatta Road
No,No,3.3,14,Cafe,700,Cafes,Bannerghatta Road
No,No,3.7,9,Cafe,400,Cafes,Bannerghatta Road
Yes,No,4.1,46,Cafe,600,Cafes,Bannerghatta Road
No,No,4.0,129,Cafe,600,Cafes,Bannerghatta Road
Yes,Yes,3.9,727,Cafe,800,Cafes,Bannerghatta Road
No,No,4.1,521,Cafe,550,Cafes,Bannerghatta Road
Yes,No,4.1,203,Quick Bites,650,Cafes,Bannerghatta Road
Yes,No,3.7,131,Cafe,400,Cafes,Bannerghatta Road
No,No,3.7,34,Cafe,500,Cafes,Bannerghatta Road
Yes,No,3.7,46,Cafe,450,Cafes,Bannerghatta Road
Yes,No,3.6,10,Cafe,500,Cafes,Bannerghatta Road
Yes,No,2.6,18,Cafe,500,Cafes,Bannerghatta Road
No,No,3.4,48,Cafe,550,Cafes,Bannerghatta Road
No,No,3.4,6,Cafe,600,Cafes,Bannerghatta Road
Yes,No,3.7,127,Cafe,700,Cafes,Bannerghatta Road
Yes,No,2.7,85,Cafe,500,Cafes,Bannerghatta Road
No,No,3.2,11,Cafe,500,Cafes,Bannerghatta Road
Yes,No,4.5,1178,Delivery,500,Delivery,Bannerghatta Road
Yes,No,3.7,335,Casual Dining,800,Delivery,Bannerghatta Road
Yes,No,3.8,254,Casual Dining,800,Delivery,Bannerghatta Road
Yes,No,3.6,21,Quick Bites,400,Delivery,Bannerghatta Road
Yes,No,3.8,20,Quick Bites,400,Delivery,Bannerghatta Road
Yes,No,4.1,63,Takeaway,300,Delivery,Bannerghatta Road
Yes,No,4.0,244,Quick Bites,400,Delivery,Bannerghatta Road
Yes,No,3.4,9,Takeaway,400,Delivery,Bannerghatta Road
Yes,No,3.6,113,Takeaway,400,Delivery,Bannerghatta Road
Yes,No,2.9,255,Quick Bites,250,Delivery,Bannerghatta Road
Yes,No,4.5,549,Dessert Parlor,400,Delivery,Bannerghatta Road
Yes,No,4.1,775,Quick Bites,300,Delivery,Bannerghatta Road
Yes,No,3.9,38,Takeaway,250,Delivery,Bannerghatta Road
Yes,No,3.6,208,Takeaway,300,Delivery,Bannerghatta Road
Yes,No,4.1,739,Delivery,500,Delivery,Bannerghatta Road
Yes,No,3.8,310,Quick Bites,400,Delivery,Bannerghatta Road
Yes,No,3.3,42,Quick Bites,500,Delivery,Bannerghatta Road
Yes,No,4.0,126,Quick Bites,150,Delivery,Bannerghatta Road
Yes,No,4.1,427,Takeaway,500,Delivery,Bannerghatta Road
Yes,No,4.0,197,Quick Bites,300,Delivery,Bannerghatta Road
Yes,No,4.1,601,Quick Bites,700,Delivery,Bannerghatta Road
Yes,No,3.9,488,Takeaway,400,Delivery,Bannerghatta Road
Yes,No,4.0,396,Quick Bites,400,Delivery,Bannerghatta Road
Yes,No,3.6,474,Quick Bites,450,Delivery,Bannerghatta Road
Yes,No,2.9,172,Quick Bites,300,Delivery,Bannerghatta Road
Yes,No,3.1,175,Quick Bites,250,Delivery,Bannerghatta Road
Yes,No,4.0,939,Casual Dining,600,Delivery,Bannerghatta Road
Yes,No,3.9,173,Quick Bites,250,Delivery,Bannerghatta Road
Yes,No,3.9,77,Quick Bites,400,Delivery,Bannerghatta Road
Yes,No,3.9,326,Cafe,200,Delivery,Bannerghatta Road
Yes,No,3.3,212,Quick Bites,350,Delivery,Bannerghatta Road
Yes,No,4.1,464,Quick Bites,300,Delivery,Bannerghatta Road
Yes,No,3.3,628,Delivery,450,Delivery,Bannerghatta Road
Yes,No,3.6,518,Casual Dining,400,Delivery,Bannerghatta Road
Yes,No,3.9,70,Dessert Parlor,350,Delivery,Bannerghatta Road
Yes,No,3.9,62,Quick Bites,300,Delivery,Bannerghatta Road
Yes,No,4.4,819,Dessert Parlor,400,Delivery,Bannerghatta Road
Yes,No,2.6,171,Casual Dining,450,Delivery,Bannerghatta Road
Yes,No,3.9,158,Takeaway,400,Delivery,Bannerghatta Road
Yes,No,3.4,14,Takeaway,200,Delivery,Bannerghatta Road
Yes,No,3.7,207,Quick Bites,300,Delivery,Bannerghatta Road
Yes,No,4.0,138,Delivery,650,Delivery,Bannerghatta Road
Yes,No,3.3,455,Casual Dining,550,Delivery,Bannerghatta Road
Yes,No,3.9,14,Takeaway,400,Delivery,Bannerghatta Road
Yes,No,3.4,13,Casual Dining,600,Delivery,Bannerghatta Road
Yes,No,3.8,181,Food Court,600,Delivery,Bannerghatta Road
Yes,No,3.6,140,Quick Bites,200,Delivery,Bannerghatta Road
Yes,No,3.2,44,Quick Bites,300,Delivery,Bannerghatta Road
Yes,No,3.6,43,Quick Bites,300,Delivery,Bannerghatta Road
Yes,No,2.7,159,Quick Bites,750,Delivery,Bannerghatta Road
Yes,No,3.4,76,Quick Bites,450,Delivery,Bannerghatta Road
Yes,No,3.6,16,Kiosk,100,Delivery,Bannerghatta Road
Yes,No,3.5,74,Quick Bites,400,Delivery,Bannerghatta Road
Yes,No,3.9,20,Takeaway,200,Delivery,Bannerghatta Road
Yes,No,3.7,9,Takeaway,400,Delivery,Bannerghatta Road
Yes,No,4.1,51,Takeaway,200,Delivery,Bannerghatta Road
Yes,No,3.5,53,Quick Bites,350,Delivery,Bannerghatta Road
Yes,No,3.1,28,Takeaway,400,Delivery,Bannerghatta Road
Yes,No,3.2,166,Quick Bites,600,Delivery,Bannerghatta Road
Yes,No,3.9,50,Quick Bites,400,Delivery,Bannerghatta Road
Yes,No,3.7,128,Takeaway,400,Delivery,Bannerghatta Road
Yes,No,3.6,8,Takeaway,500,Delivery,Bannerghatta Road
Yes,No,2.9,126,Quick Bites,300,Delivery,Bannerghatta Road
Yes,No,3.4,24,Takeaway,150,Delivery,Bannerghatta Road
Yes,No,4.0,952,Quick Bites,400,Delivery,Bannerghatta Road
Yes,No,3.4,51,Quick Bites,400,Delivery,Bannerghatta Road
Yes,No,3.8,472,Quick Bites,600,Delivery,Bannerghatta Road
Yes,Yes,4.0,739,Casual Dining,800,Delivery,Bannerghatta Road
Yes,No,4.0,117,Casual Dining,500,Delivery,Bannerghatta Road
Yes,No,3.9,255,Casual Dining,500,Delivery,Bannerghatta Road
Yes,No,3.7,65,Quick Bites,400,Delivery,Bannerghatta Road
Yes,Yes,4.2,1428,Casual Dining,800,Delivery,Bannerghatta Road
Yes,No,3.3,39,Dhaba,400,Delivery,Bannerghatta Road
Yes,No,3.4,43,Quick Bites,400,Delivery,Bannerghatta Road
Yes,No,3.7,13,Takeaway,200,Delivery,Bannerghatta Road
Yes,No,3.6,34,Quick Bites,200,Delivery,Bannerghatta Road
Yes,No,2.9,345,Takeaway,450,Delivery,Bannerghatta Road
Yes,No,3.5,8,Delivery,600,Delivery,Bannerghatta Road
Yes,No,3.8,23,Quick Bites,150,Delivery,Bannerghatta Road
Yes,No,4.0,332,Quick Bites,300,Delivery,Bannerghatta Road
Yes,Yes,4.0,199,Quick Bites,700,Delivery,Bannerghatta Road
Yes,No,3.9,20,Takeaway,300,Delivery,Bannerghatta Road
Yes,No,3.5,11,Quick Bites,200,Delivery,Bannerghatta Road
Yes,No,3.9,437,Quick Bites,400,Delivery,Bannerghatta Road
Yes,No,3.8,207,Casual Dining,700,Delivery,Bannerghatta Road
Yes,No,3.8,55,Quick Bites,300,Delivery,Bannerghatta Road
Yes,No,3.2,19,Quick Bites,400,Delivery,Bannerghatta Road
Yes,No,4.0,597,Quick Bites,400,Delivery,Bannerghatta Road
Yes,No,3.5,16,Takeaway,400,Delivery,Bannerghatta Road
Yes,No,3.6,35,Quick Bites,200,Delivery,Bannerghatta Road
Yes,No,3.5,9,Quick Bites,250,Delivery,Bannerghatta Road
Yes,No,3.0,102,Casual Dining,600,Delivery,Bannerghatta Road
Yes,No,3.9,189,Quick Bites,300,Delivery,Bannerghatta Road
Yes,No,3.7,131,Cafe,400,Delivery,Bannerghatta Road
Yes,No,4.2,373,Casual Dining,750,Delivery,Bannerghatta Road
Yes,No,3.9,435,Casual Dining,650,Delivery,Bannerghatta Road
Yes,No,3.3,6,Quick Bites,300,Delivery,Bannerghatta Road
Yes,No,4.1,292,Casual Dining,700,Delivery,Bannerghatta Road
Yes,No,3.6,137,Quick Bites,300,Delivery,Bannerghatta Road
Yes,No,3.2,133,Casual Dining,500,Delivery,Bannerghatta Road
Yes,No,3.9,37,Takeaway,250,Delivery,Bannerghatta Road
Yes,No,3.7,170,Quick Bites,200,Delivery,Bannerghatta Road
Yes,No,3.7,21,Quick Bites,400,Delivery,Bannerghatta Road
Yes,No,3.6,794,Casual Dining,550,Delivery,Bannerghatta Road
Yes,No,4.6,404,Casual Dining,1000,Delivery,Bannerghatta Road
Yes,No,3.9,100,Casual Dining,600,Delivery,Bannerghatta Road
Yes,No,3.9,38,Beverage Shop,300,Delivery,Bannerghatta Road
Yes,No,3.2,93,Quick Bites,350,Delivery,Bannerghatta Road
Yes,No,3.3,58,Quick Bites,300,Delivery,Bannerghatta Road
Yes,Yes,3.9,561,Casual Dining,900,Delivery,Bannerghatta Road
Yes,Yes,3.9,486,Cafe,700,Delivery,Bannerghatta Road
Yes,No,3.6,102,Quick Bites,500,Delivery,Bannerghatta Road
Yes,No,3.5,89,Quick Bites,500,Delivery,Bannerghatta Road
Yes,No,3.5,17,Casual Dining,450,Delivery,Bannerghatta Road
Yes,No,3.9,320,Casual Dining,650,Delivery,Bannerghatta Road
Yes,No,4.1,237,Dessert Parlor,500,Delivery,Bannerghatta Road
Yes,No,3.8,37,Quick Bites,250,Delivery,Bannerghatta Road
Yes,No,3.7,27,Quick Bites,400,Delivery,Bannerghatta Road
Yes,Yes,3.9,1227,Casual Dining,900,Delivery,Bannerghatta Road
Yes,No,3.9,32,Bakery,500,Delivery,Bannerghatta Road
Yes,No,4.0,95,Delivery,600,Delivery,Bannerghatta Road
Yes,Yes,4.1,1538,Casual Dining,1000,Delivery,Bannerghatta Road
Yes,No,3.7,110,Casual Dining,800,Delivery,Bannerghatta Road
Yes,No,3.2,45,Delivery,400,Delivery,Bannerghatta Road
Yes,No,4.1,381,Quick Bites,250,Delivery,Bannerghatta Road
